WeekBeginning,WeekEnding,Pathogen,NumberCasesPerWeek
20190617,20190623,Rhinovirus,149
20190617,20190623,Seasonal coronavirus (Non-SARS-CoV-2),9
20190624,20190630,Adenovirus,60
20190624,20190630,Human metapneumovirus,11
20190624,20190630,Influenza - Type A (any subtype),9
20190624,20190630,Influenza - Type A (not subtyped),4
20190624,20190630,Influenza - Type A or B,13
20190624,20190630,Influenza - Type A(H1N1)pdm09,2
20190624,20190630,Influenza - Type A(H3),3
20190624,20190630,Influenza - Type B,4
20190624,20190630,Mycoplasma pneumoniae,0
20190624,20190630,Parainfluenza virus,32
20190624,20190630,Respiratory syncytial virus,3
20190624,20190630,Rhinovirus,135
20190624,20190630,Seasonal coronavirus (Non-SARS-CoV-2),9
20190701,20190707,Adenovirus,47
20190701,20190707,Human metapneumovirus,3
20190701,20190707,Influenza - Type A (any subtype),7
20190701,20190707,Influenza - Type A (not subtyped),3
20190701,20190707,Influenza - Type A or B,7
20190701,20190707,Influenza - Type A(H1N1)pdm09,0
20190701,20190707,Influenza - Type A(H3),4
20190701,20190707,Influenza - Type B,0
20190701,20190707,Mycoplasma pneumoniae,1
20190701,20190707,Parainfluenza virus,32
20190701,20190707,Respiratory syncytial virus,7
20190701,20190707,Rhinovirus,104
20190701,20190707,Seasonal coronavirus (Non-SARS-CoV-2),4
20190708,20190714,Adenovirus,57
20190708,20190714,Human metapneumovirus,12
20190708,20190714,Influenza - Type A (any subtype),5
20190708,20190714,Influenza - Type A (not subtyped),2
20190708,20190714,Influenza - Type A or B,6
20190708,20190714,Influenza - Type A(H1N1)pdm09,1
20190708,20190714,Influenza - Type A(H3),2
20190708,20190714,Influenza - Type B,1
20190708,20190714,Mycoplasma pneumoniae,5
20190708,20190714,Parainfluenza virus,22
20190708,20190714,Respiratory syncytial virus,6
20190708,20190714,Rhinovirus,91
20190708,20190714,Seasonal coronavirus (Non-SARS-CoV-2),3
20190715,20190721,Adenovirus,56
20190715,20190721,Human metapneumovirus,3
20190715,20190721,Influenza - Type A (any subtype),5
20190715,20190721,Influenza - Type A (not subtyped),1
20190715,20190721,Influenza - Type A or B,7
20190715,20190721,Influenza - Type A(H1N1)pdm09,3
20190715,20190721,Influenza - Type A(H3),1
20190715,20190721,Influenza - Type B,2
20190715,20190721,Mycoplasma pneumoniae,3
20190715,20190721,Parainfluenza virus,25
20190715,20190721,Respiratory syncytial virus,4
20190715,20190721,Rhinovirus,98
20190715,20190721,Seasonal coronavirus (Non-SARS-CoV-2),1
20190722,20190728,Adenovirus,43
20190722,20190728,Human metapneumovirus,14
20190722,20190728,Influenza - Type A (any subtype),6
20190722,20190728,Influenza - Type A (not subtyped),0
20190722,20190728,Influenza - Type A or B,7
20190722,20190728,Influenza - Type A(H1N1)pdm09,0
20190722,20190728,Influenza - Type A(H3),6
20190722,20190728,Influenza - Type B,1
20190722,20190728,Mycoplasma pneumoniae,3
20190722,20190728,Parainfluenza virus,26
20190722,20190728,Respiratory syncytial virus,6
20190722,20190728,Rhinovirus,89
20190722,20190728,Seasonal coronavirus (Non-SARS-CoV-2),4
20190729,20190804,Adenovirus,28
20190729,20190804,Human metapneumovirus,3
20190729,20190804,Influenza - Type A (any subtype),11
20190729,20190804,Influenza - Type A (not subtyped),3
20190729,20190804,Influenza - Type A or B,11
20190729,20190804,Influenza - Type A(H1N1)pdm09,0
20190729,20190804,Influenza - Type A(H3),8
20190729,20190804,Influenza - Type B,0
20190729,20190804,Mycoplasma pneumoniae,6
20190729,20190804,Parainfluenza virus,19
20190729,20190804,Respiratory syncytial virus,7
20190729,20190804,Rhinovirus,86
20190729,20190804,Seasonal coronavirus (Non-SARS-CoV-2),3
20190805,20190811,Adenovirus,43
20190805,20190811,Human metapneumovirus,7
20190805,20190811,Influenza - Type A (any subtype),8
20190805,20190811,Influenza - Type A (not subtyped),2
20190805,20190811,Influenza - Type A or B,9
20190805,20190811,Influenza - Type A(H1N1)pdm09,0
20190805,20190811,Influenza - Type A(H3),6
20190805,20190811,Influenza - Type B,1
20190805,20190811,Mycoplasma pneumoniae,6
20190805,20190811,Parainfluenza virus,14
20190805,20190811,Respiratory syncytial virus,5
20190805,20190811,Rhinovirus,86
20190805,20190811,Seasonal coronavirus (Non-SARS-CoV-2),7
20190812,20190818,Adenovirus,41
20190812,20190818,Human metapneumovirus,8
20190812,20190818,Influenza - Type A (any subtype),13
20190812,20190818,Influenza - Type A (not subtyped),2
20190812,20190818,Influenza - Type A or B,15
20190812,20190818,Influenza - Type A(H1N1)pdm09,1
20190812,20190818,Influenza - Type A(H3),10
20190812,20190818,Influenza - Type B,2
20190812,20190818,Mycoplasma pneumoniae,4
20190812,20190818,Parainfluenza virus,21
20190812,20190818,Respiratory syncytial virus,12
20190812,20190818,Rhinovirus,102
20190812,20190818,Seasonal coronavirus (Non-SARS-CoV-2),8
20190819,20190825,Adenovirus,37
20190819,20190825,Human metapneumovirus,2
20190819,20190825,Influenza - Type A (any subtype),12
20190819,20190825,Influenza - Type A (not subtyped),1
20190819,20190825,Influenza - Type A or B,15
20190819,20190825,Influenza - Type A(H1N1)pdm09,1
20190819,20190825,Influenza - Type A(H3),10
20190819,20190825,Influenza - Type B,3
20190819,20190825,Mycoplasma pneumoniae,7
20190819,20190825,Parainfluenza virus,31
20190819,20190825,Respiratory syncytial virus,14
20190819,20190825,Rhinovirus,128
20190819,20190825,Seasonal coronavirus (Non-SARS-CoV-2),1
20190826,20190901,Adenovirus,45
20190826,20190901,Human metapneumovirus,3
20190826,20190901,Influenza - Type A (any subtype),9
20190826,20190901,Influenza - Type A (not subtyped),0
20190826,20190901,Influenza - Type A or B,10
20190826,20190901,Influenza - Type A(H1N1)pdm09,0
20190826,20190901,Influenza - Type A(H3),9
20190826,20190901,Influenza - Type B,1
20190826,20190901,Mycoplasma pneumoniae,8
20190826,20190901,Parainfluenza virus,21
20190826,20190901,Respiratory syncytial virus,14
20190826,20190901,Rhinovirus,156
20190826,20190901,Seasonal coronavirus (Non-SARS-CoV-2),1
20190902,20190908,Adenovirus,32
20190902,20190908,Human metapneumovirus,6
20190902,20190908,Influenza - Type A (any subtype),10
20190902,20190908,Influenza - Type A (not subtyped),0
20190902,20190908,Influenza - Type A or B,11
20190902,20190908,Influenza - Type A(H1N1)pdm09,0
20190902,20190908,Influenza - Type A(H3),10
20190902,20190908,Influenza - Type B,1
20190902,20190908,Mycoplasma pneumoniae,7
20190902,20190908,Parainfluenza virus,28
20190902,20190908,Respiratory syncytial virus,14
20190902,20190908,Rhinovirus,215
20190902,20190908,Seasonal coronavirus (Non-SARS-CoV-2),3
20190909,20190915,Adenovirus,32
20190909,20190915,Human metapneumovirus,6
20190909,20190915,Influenza - Type A (any subtype),13
20190909,20190915,Influenza - Type A (not subtyped),0
20190909,20190915,Influenza - Type A or B,15
20190909,20190915,Influenza - Type A(H1N1)pdm09,0
20190909,20190915,Influenza - Type A(H3),13
20190909,20190915,Influenza - Type B,2
20190909,20190915,Mycoplasma pneumoniae,9
20190909,20190915,Parainfluenza virus,57
20190909,20190915,Respiratory syncytial virus,12
20190909,20190915,Rhinovirus,225
20190909,20190915,Seasonal coronavirus (Non-SARS-CoV-2),3
20190916,20190922,Adenovirus,35
20190916,20190922,Human metapneumovirus,3
20190916,20190922,Influenza - Type A (any subtype),13
20190916,20190922,Influenza - Type A (not subtyped),2
20190916,20190922,Influenza - Type A or B,16
20190916,20190922,Influenza - Type A(H1N1)pdm09,0
20190916,20190922,Influenza - Type A(H3),11
20190916,20190922,Influenza - Type B,3
20190916,20190922,Mycoplasma pneumoniae,7
20190916,20190922,Parainfluenza virus,38
20190916,20190922,Respiratory syncytial virus,21
20190916,20190922,Rhinovirus,184
20190916,20190922,Seasonal coronavirus (Non-SARS-CoV-2),2
20190923,20190929,Adenovirus,22
20190923,20190929,Human metapneumovirus,3
20190923,20190929,Influenza - Type A (any subtype),16
20190923,20190929,Influenza - Type A (not subtyped),6
20190923,20190929,Influenza - Type A or B,19
20190923,20190929,Influenza - Type A(H1N1)pdm09,0
20190923,20190929,Influenza - Type A(H3),10
20190923,20190929,Influenza - Type B,3
20190923,20190929,Mycoplasma pneumoniae,7
20190923,20190929,Parainfluenza virus,33
20190923,20190929,Respiratory syncytial virus,21
20190923,20190929,Rhinovirus,171
20190923,20190929,Seasonal coronavirus (Non-SARS-CoV-2),2
20190930,20191006,Adenovirus,40
20190930,20191006,Human metapneumovirus,13
20190930,20191006,Influenza - Type A (any subtype),14
20190930,20191006,Influenza - Type A (not subtyped),2
20190930,20191006,Influenza - Type A or B,14
20190930,20191006,Influenza - Type A(H1N1)pdm09,2
20190930,20191006,Influenza - Type A(H3),10
20190930,20191006,Influenza - Type B,0
20190930,20191006,Mycoplasma pneumoniae,15
20190930,20191006,Parainfluenza virus,48
20190930,20191006,Respiratory syncytial virus,52
20190930,20191006,Rhinovirus,226
20190930,20191006,Seasonal coronavirus (Non-SARS-CoV-2),3
20191007,20191013,Adenovirus,47
20191007,20191013,Human metapneumovirus,11
20191007,20191013,Influenza - Type A (any subtype),13
20191007,20191013,Influenza - Type A (not subtyped),5
20191007,20191013,Influenza - Type A or B,13
20191007,20191013,Influenza - Type A(H1N1)pdm09,3
20191007,20191013,Influenza - Type A(H3),5
20191007,20191013,Influenza - Type B,0
20191007,20191013,Mycoplasma pneumoniae,10
20191007,20191013,Parainfluenza virus,52
20191007,20191013,Respiratory syncytial virus,83
20191007,20191013,Rhinovirus,254
20191007,20191013,Seasonal coronavirus (Non-SARS-CoV-2),5
20191014,20191020,Adenovirus,46
20191014,20191020,Human metapneumovirus,12
20191014,20191020,Influenza - Type A (any subtype),14
20191014,20191020,Influenza - Type A (not subtyped),4
20191014,20191020,Influenza - Type A or B,19
20191014,20191020,Influenza - Type A(H1N1)pdm09,1
20191014,20191020,Influenza - Type A(H3),9
20191014,20191020,Influenza - Type B,5
20191014,20191020,Mycoplasma pneumoniae,16
20191014,20191020,Parainfluenza virus,52
20191014,20191020,Respiratory syncytial virus,109
20191014,20191020,Rhinovirus,225
20191014,20191020,Seasonal coronavirus (Non-SARS-CoV-2),6
20191021,20191027,Adenovirus,58
20191021,20191027,Human metapneumovirus,17
20191021,20191027,Influenza - Type A (any subtype),13
20191021,20191027,Influenza - Type A (not subtyped),7
20191021,20191027,Influenza - Type A or B,16
20191021,20191027,Influenza - Type A(H1N1)pdm09,2
20191021,20191027,Influenza - Type A(H3),4
20191021,20191027,Influenza - Type B,4
20191021,20191027,Mycoplasma pneumoniae,24
20191021,20191027,Parainfluenza virus,48
20191021,20191027,Respiratory syncytial virus,178
20191021,20191027,Rhinovirus,213
20191021,20191027,Seasonal coronavirus (Non-SARS-CoV-2),2
20191028,20191103,Adenovirus,38
20191028,20191103,Human metapneumovirus,9
20191028,20191103,Influenza - Type A (any subtype),28
20191028,20191103,Influenza - Type A (not subtyped),7
20191028,20191103,Influenza - Type A or B,35
20191028,20191103,Influenza - Type A(H1N1)pdm09,6
20191028,20191103,Influenza - Type A(H3),15
20191028,20191103,Influenza - Type B,7
20191028,20191103,Mycoplasma pneumoniae,15
20191028,20191103,Parainfluenza virus,40
20191028,20191103,Respiratory syncytial virus,178
20191028,20191103,Rhinovirus,187
20191028,20191103,Seasonal coronavirus (Non-SARS-CoV-2),5
20191104,20191110,Adenovirus,75
20191104,20191110,Human metapneumovirus,13
20191104,20191110,Influenza - Type A (any subtype),29
20191104,20191110,Influenza - Type A (not subtyped),10
20191104,20191110,Influenza - Type A or B,35
20191104,20191110,Influenza - Type A(H1N1)pdm09,3
20191104,20191110,Influenza - Type A(H3),16
20191104,20191110,Influenza - Type B,7
20191104,20191110,Mycoplasma pneumoniae,18
20191104,20191110,Parainfluenza virus,41
20191104,20191110,Respiratory syncytial virus,300
20191104,20191110,Rhinovirus,225
20191104,20191110,Seasonal coronavirus (Non-SARS-CoV-2),9
20191111,20191117,Adenovirus,59
20191111,20191117,Human metapneumovirus,16
20191111,20191117,Influenza - Type A (any subtype),72
20191111,20191117,Influenza - Type A (not subtyped),29
20191111,20191117,Influenza - Type A or B,77
20191111,20191117,Influenza - Type A(H1N1)pdm09,8
20191111,20191117,Influenza - Type A(H3),35
20191111,20191117,Influenza - Type B,6
20191111,20191117,Mycoplasma pneumoniae,16
20191111,20191117,Parainfluenza virus,34
20191111,20191117,Respiratory syncytial virus,382
20191111,20191117,Rhinovirus,231
20191111,20191117,Seasonal coronavirus (Non-SARS-CoV-2),10
20191118,20191124,Adenovirus,56
20191118,20191124,Human metapneumovirus,23
20191118,20191124,Influenza - Type A (any subtype),202
20191118,20191124,Influenza - Type A (not subtyped),73
20191118,20191124,Influenza - Type A or B,210
20191118,20191124,Influenza - Type A(H1N1)pdm09,15
20191118,20191124,Influenza - Type A(H3),114
20191118,20191124,Influenza - Type B,9
20191118,20191124,Mycoplasma pneumoniae,21
20191118,20191124,Parainfluenza virus,32
20191118,20191124,Respiratory syncytial virus,441
20191118,20191124,Rhinovirus,246
20191118,20191124,Seasonal coronavirus (Non-SARS-CoV-2),13
20191125,20191201,Adenovirus,52
20191125,20191201,Human metapneumovirus,25
20191125,20191201,Influenza - Type A (any subtype),267
20191125,20191201,Influenza - Type A (not subtyped),86
20191125,20191201,Influenza - Type A or B,278
20191125,20191201,Influenza - Type A(H1N1)pdm09,21
20191125,20191201,Influenza - Type A(H3),160
20191125,20191201,Influenza - Type B,11
20191125,20191201,Mycoplasma pneumoniae,17
20191125,20191201,Parainfluenza virus,38
20191125,20191201,Respiratory syncytial virus,466
20191125,20191201,Rhinovirus,219
20191125,20191201,Seasonal coronavirus (Non-SARS-CoV-2),15
20191202,20191208,Adenovirus,65
20191202,20191208,Human metapneumovirus,28
20191202,20191208,Influenza - Type A (any subtype),450
20191202,20191208,Influenza - Type A (not subtyped),167
20191202,20191208,Influenza - Type A or B,457
20191202,20191208,Influenza - Type A(H1N1)pdm09,26
20191202,20191208,Influenza - Type A(H3),259
20191202,20191208,Influenza - Type B,9
20191202,20191208,Mycoplasma pneumoniae,21
20191202,20191208,Parainfluenza virus,41
20191202,20191208,Respiratory syncytial virus,390
20191202,20191208,Rhinovirus,190
20191202,20191208,Seasonal coronavirus (Non-SARS-CoV-2),20
20191209,20191215,Adenovirus,52
20191209,20191215,Human metapneumovirus,25
20191209,20191215,Influenza - Type A (any subtype),553
20191209,20191215,Influenza - Type A (not subtyped),258
20191209,20191215,Influenza - Type A or B,561
20191209,20191215,Influenza - Type A(H1N1)pdm09,21
20191209,20191215,Influenza - Type A(H3),274
20191209,20191215,Influenza - Type B,10
20191209,20191215,Mycoplasma pneumoniae,10
20191209,20191215,Parainfluenza virus,30
20191209,20191215,Respiratory syncytial virus,396
20191209,20191215,Rhinovirus,169
20191209,20191215,Seasonal coronavirus (Non-SARS-CoV-2),25
20191216,20191222,Adenovirus,74
20191216,20191222,Human metapneumovirus,35
20191216,20191222,Influenza - Type A (any subtype),735
20191216,20191222,Influenza - Type A (not subtyped),369
20191216,20191222,Influenza - Type A or B,749
20191216,20191222,Influenza - Type A(H1N1)pdm09,37
20191216,20191222,Influenza - Type A(H3),330
20191216,20191222,Influenza - Type B,15
20191216,20191222,Mycoplasma pneumoniae,17
20191216,20191222,Parainfluenza virus,17
20191216,20191222,Respiratory syncytial virus,340
20191216,20191222,Rhinovirus,169
20191216,20191222,Seasonal coronavirus (Non-SARS-CoV-2),28
20191223,20191229,Adenovirus,56
20191223,20191229,Human metapneumovirus,33
20191223,20191229,Influenza - Type A (any subtype),681
20191223,20191229,Influenza - Type A (not subtyped),411
20191223,20191229,Influenza - Type A or B,686
20191223,20191229,Influenza - Type A(H1N1)pdm09,34
20191223,20191229,Influenza - Type A(H3),236
20191223,20191229,Influenza - Type B,5
20191223,20191229,Mycoplasma pneumoniae,13
20191223,20191229,Parainfluenza virus,25
20191223,20191229,Respiratory syncytial virus,300
20191223,20191229,Rhinovirus,132
20191223,20191229,Seasonal coronavirus (Non-SARS-CoV-2),32
20191230,20200105,Adenovirus,73
20191230,20200105,Human metapneumovirus,53
20191230,20200105,Influenza - Type A (any subtype),561
20191230,20200105,Influenza - Type A (not subtyped),354
20191230,20200105,Influenza - Type A or B,582
20191230,20200105,Influenza - Type A(H1N1)pdm09,31
20191230,20200105,Influenza - Type A(H3),177
20191230,20200105,Influenza - Type B,22
20191230,20200105,Mycoplasma pneumoniae,7
20191230,20200105,Parainfluenza virus,31
20191230,20200105,Respiratory syncytial virus,324
20191230,20200105,Rhinovirus,126
20191230,20200105,Seasonal coronavirus (Non-SARS-CoV-2),57
20200106,20200112,Adenovirus,54
20200106,20200112,Human metapneumovirus,47
20200106,20200112,Influenza - Type A (any subtype),328
20200106,20200112,Influenza - Type A (not subtyped),208
20200106,20200112,Influenza - Type A or B,359
20200106,20200112,Influenza - Type A(H1N1)pdm09,38
20200106,20200112,Influenza - Type A(H3),82
20200106,20200112,Influenza - Type B,31
20200106,20200112,Mycoplasma pneumoniae,14
20200106,20200112,Parainfluenza virus,21
20200106,20200112,Respiratory syncytial virus,187
20200106,20200112,Rhinovirus,119
20200106,20200112,Seasonal coronavirus (Non-SARS-CoV-2),58
20200113,20200119,Adenovirus,59
20200113,20200119,Human metapneumovirus,45
20200113,20200119,Influenza - Type A (any subtype),201
20200113,20200119,Influenza - Type A (not subtyped),124
20200113,20200119,Influenza - Type A or B,217
20200113,20200119,Influenza - Type A(H1N1)pdm09,32
